"DOI";"Title";"Abstract";"Date";"Link";"CitationCount";"Label"
"10.1016/j.jclepro.2023.137970";"Short-term modeling of carbon price based on fuel and energy determinants in EU ETS ";" Accurate price forecasts on the European Union Emissions Trading System (EU ETS) market are of interest to many production and investment entities. The article presents a new approach, which models the most significant determinants by the use of a rule-based model containing facts written in the form of ordered fuzzy numbers, as the description of trends of imprecise values of prices. This approach allows for a qualitative analysis of potential values and directions of EU allowance (EUA) price changes and their trends along with the probability of their occurrence in the future. Article presents a wide set of factors used for the analysis of EUA price conditions and the comparison of the results of various feature selection methods (Hellwig's method, F-test, Neighborhood Component Feature Selection method, RreliefF method). Another scientific value added to the presented research results is a new approach to modeling an influence of the significant determinants for a day-ahead prediction CO2 price in the form of fuzzy rules which contain additional information about the tendencies of value changes. Thanks to a comprehensive approach, improvements to existing methods, and proprietary models, additional information was obtained about the tendencies of EUA price level changes. ";"2023-09-10";"https://www.sciencedirect.com/science/article/pii/S0959652623021285";"17";"Emissions"
"10.1016/j.jclepro.2023.137922";"Multi-objective optimal scheduling of an integrated energy system under the multi-time scale ladder-type carbon trading mechanism ";" Given the ladder-type carbon tax in the carbon quota market is a relatively macroscopic large-time scale concept, and the volatility and uncertainty of new energy generation output and the load, it is currently difficult to accurately predict and control carbon trading cost in the multi-time scale scheduling of integrated energy system (IES), there is a lack of in-depth research on dynamic adjustment and ground implementation in small time scale. To address the challenges of these problems, this paper proposes a multi-objective optimal scheduling model for IES considering the multi-timescale ladder-type carbon trading mechanism. Optimization models and algorithms were developed for day-ahead, intraday and real-time scheduling time scales, enhancing scheduling accuracy and usability. Day-ahead scheduling minimizes comprehensive cost and pollutant emissions while considering the ladder-type carbon trading mechanism; intraday scheduling dynamically adjusts carbon trading cost functions based on day-ahead results and equipment output; and real-time scheduling establishes new carbon trading ladder-type cost functions according to intraday results and emissions. A novel particle swarm optimization algorithm was introduced, integrating uncertainty models for wind, photovoltaic power, and load, along with electric vehicle charging strategies. The multi-time scale model in ladder-type carbon trading exhibits approximately 5% more economic advantage and 2% more environmental benefit. ";"2023-09-10";"https://www.sciencedirect.com/science/article/pii/S0959652623020802";"51";"Emissions"
"10.1016/j.jclepro.2023.138109";"Artificial intelligence for control and optimization of boilers’ performance and emissions: A review ";" Burning fossil fuels is a major concern for global warming control. In Saudi Arabia, steam power plants that relay on boilers to produce the steam accounted for around 50% of the total electricity generation capacity in 2021, in addition to 15% capacity from co-generation power plants. Fossil-based energy production produces harmful emissions, mostly NOx. The case of combustion efficiency and NOx emissions is complicated and cannot be addressed by simple theoretical model. This paper investigates the existing literature exploring data driven approaches via Artificial Intelligence (AI) and machine learning (ML) in a variety of applications, including mainly boiler optimization for efficient and clean energy production. The study discusses the importance of energy intelligence for industries in supporting decision making and prediction considering supervised learning, unsupervised learning, semi-supervised learning, and reinforcement learning. Expert systems, artificial neural networks (ANN), genetic algorithms (GA), fuzzy logic (FL), and different hybrid systems, which incorporate two or more techniques, are all included in AI systems. A condensed review of some recent literature is presented on the applications of support vector machines, ANN, GA, FL, and hybrid systems to combustion systems for emphasizing boilers' performance and emissions. An overview of boiler dynamics and control are presented and the use of AI for trade-off between boiler's efficiency and NOx emissions is discussed, with special focus being made on hydrogen combustion. The reported findings in this study demonstrate the promise of AI in control of emissions and optimization of performance in boilers with the least amount of construction and operating expenditures. The complexity and a number of restrictions present in emissions control systems, however, may reduce the likelihood of success. The specific perspectives are found to be data availability, data reliability, validity of methodology, and system complexity. It is concluded that wide variety of AI approaches have been used in a diversity of disciplines for modelling, predicting performance and controlling emissions of combustion processes. It is indicated that data representing the history and performance of real systems along with the proper selection of the AI model are crucial for setting up such systems. Based on this study, it can be stated that AI models are great tools towards better performance of boilers at minimum emissions. ";"2023-09-10";"https://www.sciencedirect.com/science/article/pii/S0959652623022679";"44";"Emissions"
"10.1016/j.jclepro.2023.137822";"Economic feasibility of achieving net-zero emission building (NZEB) by applying solar and geothermal energy sources to heat pump systems: A case in the United States residential sector ";" Buildings are one of the major sectors responsible for high energy demand and GHG emissions worldwide, which is driving expectations for implementing net-zero emission buildings (NZEBs) in many countries. Specifically, most developed countries have a carbon-neutral target set up for 2050, mandating all new buildings from then to be constructed as net-zero emission. Therefore, this paper investigated the economic feasibility of implementing NZEBs in the United States residential sector by combining a heat pump system with two renewable energy sources that are heavily supported by the federal government: solar and geothermal technologies. First, this study clearly demonstrates that “net-zero emission” is the most challenging task among neutralizing the energetic, economic, and environmental by-products from building operations. Moreover, this study analyzed the payback periods of multiple NZEB scenarios by considering the potential future changes in technology and policy necessarily required to meet the net-zero emission target by 2050. For reference, the technological and institutional factors were represented by “PV energy conversion rate” and “CO2 equivalent price of emission trading scheme (ETS)”, respectively. The results show that improving the PV energy conversion rate is much more effective in reducing the payback period of NZEBs compared to raising the CO2 equivalent price of ETS. However, the growing public awareness for this CO2 regulation policy will soon bring synergistic effect with the advancement of PV technology. In conclusion, this research framework clarifies the rather vague technological and institutional challenges that should be addressed to allow NZEBs to become economically feasible in the United States residential sector. Therefore, many building engineers, PV technicians, and policymakers should actively contribute to improving the techno-economic drivers for implementing NZEBs by 2050. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623019807";"26";"Emissions"
"10.1016/j.jclepro.2023.137846";"Integrating carbon capture and utilization into the glass industry: Economic analysis of emissions reduction through CO2 mineralization";"Glass production contributes significantly to global CO2 emissions due to high thermal energy requirements and raw material consumption. As a difficult-to-abate industry, carbon capture and utilization or storage (CCU/CCS) will be necessary to achieve emission targets. Among various options, CO2 mineralization shows promise to simultaneously capture CO2 and convert it to valuable products. When caustic (NaOH) is used as the absorbent, a portion of the resulting sodium carbonate (Na2CO3) can be fed back to the glass process to replace soda ash, a major component of glass and a large source of indirect emissions. Although a combination of glass manufacturing and CO2 mineralization presents a novel opportunity for drastic CO2 emissions reduction, such a process has yet to be studied. This work uses detailed, optimized process models to perform economic and CO2 emission analyses of three cases for such a highly integrated CCU system. In each case, CO2 is captured and directly converted to NaHCO3 and/or Na2CO3 by absorption into a NaOH solution. The NaOH is produced via the electrolysis of sodium chloride, which generates the valuable byproducts chlorine and hydrogen. The results are compared to glass production with amine-based CCS. The mineralization cases are shown to have net negative CO2 emissions, between −152 and −528 kg CO2/ton glass, relative to the unabated glass process and Solvay process for Na2CO3. The discounted payback periods for the mineralization cases range from 3.8 to 6.0 years, while the CCS case has reduced emissions of 353 kg CO2/ton glass and a negative net present value at the end of 20 years.";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623020048";"25";"Emissions"
"10.1016/j.jclepro.2023.137976";"Techno-economic assessment and exergy analysis of iron and steel plant coupled MEA-CO2 capture process ";" In the interest of mitigating global warming and climate change, the steel industry urgently needs to take measures to reduce CO2 emissions. In the context, this study is to evaluate the application value and feasibility through the techno-economic assessment and exergy analysis of the iron and steel industry coupled MEA-CO2 capture process. The integrated process, successfully implemented in Aspen Plus v12®. Considering the influence of heat integration and capture scale, scenarios 1–4 are designed: 1. Full-flow carbon capture, using outsourced steam; 2. Full-flow carbon capture with heat recovery and outsourced steam mixed use; 3. Partial-flow carbon capture only using surplus steam; 4.100,000 tons of CO2/year of capture scale, using outsourced steam. The process can achieve an effective gas capture rate of 90% and a CO2 product purity of 98.3%. The maximum annual CO2 emission reduction is about 7.65 million tons in scenarios 1 and 2. Compared with scenario 1, the CO2 capture cost of scenario 3 decreased by 22.1%, 29.0%, 23.9% and 21.2%, while that of scenario 4 increased by 44.1%, 39.5%, 25.3% and 18.0%. Through exergy analysis, the total exergy efficiency is calculated to be 38.04%, and the components that need attention and improvement in the process are diagnosed. TTAShis provides a reference for the performance analysis and application feasibility of the coupling process of CO2 capture and waste heat utilization from steel plant. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623021340";"19";"Emissions"
"10.1016/j.jclepro.2023.137964";"Centralization and firm pollution emissions: Evidence from City–county Merger in China ";" This study examines the effect of centralization on firm pollution emissions. Using the datasets of firm-level emission and exploring the city–county merger policy (CCM) in China, we find that as CCM transfers much power from county to city, the pollution emissions of firms located in counties have reduced by 48%. This conclusion is still valid under multiple identification and robustness tests. Further analysis suggests that the vertical reform of the environmental protection agency (direct effect) and the change in county government's targets (indirect effect) are two important mechanisms. Additionally, firm pollution emissions will reduce more in counties that easily implement this policy. Our findings have important policy suggestions. First, to effectively solve the negative externalities of environmental pollution, government should reform the EPA. Power centralization of environmental regulation promotes environmental protection. Second, the central government should add more environmental protection factors in local officials' promotion evaluation system. Thus, the local officials will be aware that they should focus more on protecting the ecological environment while developing the economy. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623021224";"6";"Emissions"
"10.1016/j.jclepro.2023.137937";"P-Graph approach for the economical optimisation of biomass supply network that meets requirements on greenhouse gas emissions savings - A case study of rural areas ";" This work presents a novel P-graph-based model for optimizing a biomass supply network. The objective of this optimisation is twofold: to find the most cost-effective biomass supply network with a minimum cost, while also fulfilling the required greenhouse gas (GHG) emissions savings defined in Directive 2018/2001 (80% savings compared to fossil fuel comparators) for the use of biogas. To achieve this goal, an extension to a P-graph-based biomass supply network was developed, which allows the optimisation of the network while limiting GHG emissions associated with the use of biogas. The model includes a summary of GHG emissions for each stage of biogas production and consumption, compared to threshold values. Additionally, seasonal variation in biomass supply was integrated into the model by using a multiperiod approach. The model was developed and solved in P-Graph Studio, with input data defined using the Geographic Information System (GIS) tool, including feedstock availability, an optimal location for a biogas site, and transportation distance. The approach was tested in a case study located in a rural area. This model can benefit a wide range of stakeholders, including biogas plant operators, policymakers, researchers, and energy regulatory authorities. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623020954";"4";"Emissions"
"10.1016/j.jclepro.2023.137921";"Cradle-to-grave lifecycle carbon footprint analysis and frontier decarbonization pathways of district buildings in subtropical Guangzhou, China ";" This study conducted a holistic lifecycle carbon footprint analysis of small-scale district buildings in Guangzhou. Building energy system models were developed in TRNSYS software for quantifications on both embodied and operational carbon emissions. Afterwards, a top-down and bottom-up approach is proposed to systematically explore both passive (flexible adjustment on building services systems) and active strategies (e.g., onsite renewable energy supply) for decarbonization transformation. Research results showed that carbon emissions in production and operation stages account for the largest proportion of the total lifecycle carbon emissions. Moreover, active strategies through distributed renewable systems prioritize others in decarbonization transformation, followed by passive strategies in building services systems. In the subtropical Guangzhou, the Building Integrated Photovoltaics (BIPVs) can reduce the operational carbon emission by 26.5%, 24.4% and 22.5% in the hotel, office, and residential building, respectively. The decreasing magnitude of annual carbon emission is between 21897.4 and 206733.0 kg CO2,e when the integrated rated capacity of wind turbine is between 100 and 500 kW. This research provides a generic approach to estimate lifecycle carbon footprint and gives a clear roadmap on decarbonization pathways of buildings, promoting the sustainability transition towards the dual-carbon era. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623020796";"29";"Emissions"
"10.1016/j.jclepro.2023.137901";"Optimal pathway to urban carbon neutrality based on scenario simulation: A case study of Shanghai, China ";" Scientific analysis and prediction of carbon-neutral pathways can help rationalise the advancement of carbon neutrality goals, but how to apply simulation scenario system modelling to analyse the optimal pathways to achieve carbon neutrality in cities needs further research. By constructing the Low Emissions Analysis Platform (LEAP)-Shanghai model and simulating different future policy scenarios based on policy costs and carbon emission constraints, this work proposes an optimal path to achieve carbon neutrality, providing a new perspective for city-level carbon neutrality research. The results show that energy intensity policies and energy structure transformation policies have a significant impact on achieving carbon neutrality, with a synergistic effect when the two policies are combined. Carbon sink policies coupled with energy intensity and energy structure transformation policies also play a significant role. Various policy combinations could lead to a carbon-neutral Shanghai by 2060, with the optimal scenario being a 3.5% average annual reduction in energy intensity and a 6.5% average annual reduction in carbon emissions per unit of energy consumption. The key to achieving carbon neutrality lies in the rapid transition of the tertiary sector, promoting the advancement and application of clean energy technologies, advancing the transformation of nonelectric energy sources to electric energy sources, and promoting biomass energy and carbon capture and storage (CCS) technologies. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623020590";"26";"Emissions"
"10.1016/j.jclepro.2023.137895";"Resource recovery of biological residues from the Brazilian poultry industry in mitigating environmental impacts: A life cycle assessment (LCA) approach";"Poultry farming is often associated with negative environmental impacts, such as water quality degradation and greenhouse gas emissions. This study covers important gaps in the geographic scope of poultry farming using Life Cycle Assessment analysis. Data on animal feed, energy, packaging, and waste were collected from the poultry industry in Rondônia, Brazil. The life cycle inventory included all inflows and outflows of feed production, poultry housing, slaughter, processing, the retail market, and the functional unit of “1 kg chicken meat with 0.22 kg protein”. The ReCiPe Midpoint (H) method was used for seven categories of impact. The results showed that emissions of greenhouse gases (GHG, CO2, N2O and CH4) during the feed production phase was dominant, totaling 2.0 kg CO2-eq per kg of live weight produced. This stage was most relevant in six of seven categories of impacts assessed. During the poultry housing stage, terrestrial acidification was dominated by emissions of NH3, P and N2O from one-day-old chicks (hatching eggs, poultry house litter, and feed). The total environmental impact of producing broilers in Brazil amounted to 3.37 kg CO2-eq per kg of meat at the consumer market gate. The LPG gas and biological waste from slaughterhouses was dominant in this phase. The retail stage revealed contributions above 43% in all impact categories due to high consumption of electricity (0.11 kWh (0.39 MJ) per kg of meat). Three scenarios were proposed and demonstrated, using biological residues as a source of nutrients for feed composition. The results showed that using poultry viscera meal led to better environmental outcomes for all impacted categories.";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S095965262302053X";"9";"Emissions"
"10.1016/j.jclepro.2023.137933";"Electrifying light commercial vehicles for last-mile deliveries: Environmental and economic perspectives ";" The COVID-19 pandemic has led to a surge in online shopping and home deliveries, driving the demand for delivery vehicles. Last-mile delivery vehicles are one of the rampant carbon dioxide emitters, with zero-direct emission alternatives as the glaringly obvious solution to this problem. To address this issue, we present a comprehensive evaluation of the total cost of ownership (TCO) and life cycle environmental impacts of three types of light commercial vehicles (LCVs): internal combustion engine, battery electric (BE), and hydrogen fuel cell (FC) electric LCVs in Germany and California. In this study, we present the first analysis of the life cycle impacts of an FC-LCV with a lower fuel cell system power but a larger traction battery capacity referred to as a ""Mid-FC"" vehicle configuration. In addition, the research establishes various scenarios to examine the effect of a greener electricity grid and hydrogen produced from water electrolysis on the overall LCV life cycle impacts. Results suggest that BE LCVs are already cost-competitive in both the studied regions. Replacing a diesel LCV with a BE alternative can reduce greenhouse gas emissions by 15%–48% over the LCV's lifetime and up to 69% in a low-carbon grid scenario. The study also found that a Mid-FC LCV has lower environmental impacts than an FC counterpart if the hydrogen is produced via water electrolysis powered by low-carbon electricity. These findings provide critical insights for fleet operators seeking to balance cost-effectiveness and environmental sustainability in their LCV selection. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623020917";"21";"Emissions"
"10.1016/j.jclepro.2023.137830";"Forecasting clean energy power generation in China based on a novel fractional discrete grey model with a dynamic time-delay function ";" Clean energy plays an essential role in responding to environmental crises. Accurate forecasting of clean energy power generation can provide necessary references for the formulation of energy policy. This paper proposes a novel fractional discrete grey model with a dynamic time delay function (DTDFF-DGM (1,1)) to forecast clean energy power generation. This model introduces the fractional accumulation operator and the dynamic time-delay function into the discrete grey model, which ensures the priority of new information in the original data and improves the model's adaptability to different sample data. The optimal parameters of the model are calculated by the dynamic linkage between the fitting error and the test error, which effectively avoids the overfitting problem. Empirical studies have proved that the model has better prediction accuracy compared to other methods. Finally, the proposed model is employed to forecast clean energy power generation in China. The results show that from 2020 to 2025, the overall growth rate of hydropower, wind power and nuclear power in China will be 9.27%, 119.61% and 36.38%, respectively. Based on the discussion of the forecast results, relevant policy suggestions were made. This paper realizes the transformation from a static model to a dynamic model in methodology and promotes the sustainable development of clean energy power generation in application. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623019881";"24";"Emissions"
"10.1016/j.jclepro.2023.137853";"Carbon price prediction based on LsOALEO feature selection and time-delay least angle regression ";" Accurate carbon price prediction can help governments to improve the environment and reduce carbon emissions at a lower cost. To improve the prediction accuracy of carbon price, many scholars have attempted to use multiple factors to predict the carbon price. This method improves carbon price prediction, but also brings problems such as increased complexity and decreased interpretability of prediction models. When analyzing the influencing factors of carbon price, scholars tend to overlook the coupling relationship between feature selection and time delay, resulting in redundant or missing influencing factors. To solve the above problems, we innovatively propose a carbon price prediction model based on LsOALEO feature selection and time-delay least angle regression (LsOALEO-FSTDLARS). The model is mainly composed of two parts: (1) Based on LARS, the prediction model is constructed by integrating feature selection and time delay, and the feasibility of the model is proved theoretically. (2) On the basis of lioness optimization algorithm, the local escape operator is used to improve the global search ability of lioness optimization algorithm, and the algorithm is used for feature selection and time delay optimization. Finally, we conduct experiments on the data sets of the carbon markets in Guangdong, Shanghai, Hubei, Tianjin and China, and compares the proposed method with various other prediction methods. The results of empirical analysis show that compared with the best performing single and combined forecasting methods, LsOALEO-FSTDLARS has an average reduction of 31.05% and 1.30% in RMSE, 46.62% and 5.37% in MAPE, and an average increase of 31.39% and 0.94% in R2 respectively. All of the above indicate that the LsOALEO-FSTDLARS model has higher prediction accuracy, stronger generalization ability and more stable effect, and can be used as an effective tool for carbon price prediction. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623020115";"7";"Emissions"
"10.1016/j.jclepro.2023.137809";"Hydrogen blending in Italian natural gas grid: Scenario analysis and LCA ";" In this paper, a detailed analysis of the impact of hydrogen blending in the natural gas grid in terms of potential increase of Intermittent Renewable Energy Source (IRES) penetration, increase of electrolyzer power installed, reduction of CO2 emission and environmental footprint, is provided formulating models in EnergyPLAN and OpenLCA software. The Italian energy system is taken as case-study. Three scenarios have been analysed: BASELINE scenario represents the current energy system; MID-SCENARIO foresees a total IRES capacity of 158.17 GW (x5 compared to 2019 capacity) derived from the capability to convert intermittent electricity surplus in hydrogen and inject it in the natural gas grid; in the END-SCENARIO, the IRES capacity is pushed up to 272.1 GW. The main outcomes of the study attest that blending of hydrogen in the natural gas grid leads to beneficial impacts in terms of environmental footprint. Considering the global energy system, hydrogen production and blending in the natural gas grid leads to a maximum decrease of 15% in CO2 emissions compared to 2019. The impact is significant but limited by a threshold in the maximum hydrogen amount that the gas distribution infrastructure can currently accept (hydrogen molar fraction <20%). Focusing the study on the electricity generation sector, the reduction of CO2 emissions reaches −66% in the END-SCENARIO. The LCA index “Fossil resource scarcity” is reduced by up to −77% due to the replacement of fossil fuels, starting from coal. On the other hand, the LCA category “Mineral scarcity” undergoes an increase (x3.03 in MID-SCENARIO, ×2.73 in END-SCENARIO) due to the large amounts of materials needed to manufacture the photovoltaic plants, wind farms and electrolyzers, such as copper, aluminum, platinum, nickel, titanium and silicon, exacerbating the critical materials issue. ";"2023-09-01";"https://www.sciencedirect.com/science/article/pii/S0959652623019674";"16";"Emissions"
"10.1016/j.jclepro.2023.137786";"The effect of environmental regulation on population migration: Evidence from China's new ambient air quality standards ";" Environmental regulations may lead to changes in individual behaviors. This paper investigates the effect of environmental regulations on population migration. Using the new ambient air quality standard (NAAQS) as an event study, the difference-in-differences (DID) strategy is constructed for estimation. We find that, on average, over 18.76 thousand in the net inflow of the permanent population decreases after implementing the NAAQS. The reduction primarily occurs in cities that implement the new standard in the first stage. The mechanism analysis shows the NAAQS both increases the population inflow by improving air quality and reduces it through polluting industry transfer and industrial upgrading. The heterogeneous analyses show that the NAAQS has significantly negative effects on population migration in cities that monitor air quality more strictly, cities located southeast of the Hu Huanyong Line, and cities with higher economic development levels. Conversely, the NAAQS has no significant impact on cities in the northwest of the Hu Huanyong Line and cities with low economic development. ";"2023-08-20";"https://www.sciencedirect.com/science/article/pii/S0959652623019443";"9";"Emissions"
"10.1016/j.jclepro.2023.137683";"Energy and environmental performance of a passenger drone for an urban air mobility (UAM) policy with 3D spatial information in Seoul ";" Urban air mobility (UAM) using passenger drones has drawn considerable attention as a next-generation mobility solution. UAM may be an alternative for realizing carbon neutrality and for solving traffic congestion in large cities. We designed a three-dimensional movement route model of a passenger drone and examined the environmental impact to inform Seoul's urban air traffic (UAM) policy. This study explored the safety route of large drones using 3D spatial information elements based on a weighted entropy function. Life cycle assessment was used to evaluate the environmental impact of replacing internal combustion engine vehicles (ICEV) with passenger drones. We found that safe routes include high-frequency routes traveling along a stream or river to minimize human and material damage even if the drone would fall when moving along a stream or river. The analysis of the amount of pollutant emissions based on the traffic volume of Seoul shows that current emissions are 4.7 times the estimated emissions from passenger drones. Since environmental damage can be controlled based on the national energy supply and demand policy, further in-depth research should be conducted. ";"2023-08-20";"https://www.sciencedirect.com/science/article/pii/S0959652623018413";"3";"Emissions"
"10.1016/j.jclepro.2023.137805";"Economic emission dispatch considering electric vehicles and wind power using enhanced multi-objective exchange market algorithm ";" Due to the environmental concerns and the high penetration of wind power (WP) and electric vehicles (EVs), reducing the generation costs and emissions, coordinating EV charging in the distribution networks, and addressing the WP uncertainty, are among the most challenging issues in power system control and operation. Hence, the multi-objective dynamic economic emission dispatch problem (MDEEDP) integrated with EVs and wind farms has become one of the hottest topics in this research area. In this paper, the MDEEDP in the presence of EVs, the random behavior of EV drivers, and WP uncertainty is solved using a new multi-objective evolutionary algorithm called the enhanced multi-objective exchange market algorithm. In the proposed algorithm, the novel point-to-point distance technique is introduced to find the Pareto front solutions set (PFSS) with a uniform and diverse distribution. Also, smart strategy management for charging and discharging EVs is proposed to smooth the load curve. The effectiveness of the proposed method and performance of the proposed smart strategy are investigated on two single-objective and multi-objective test systems, including EVs and wind farms, considering uncertainty and system constraints such as ramp rate limits. The simulation results show that the PFSS of the MDEEDP is well extracted by the proposed method while maintaining its uniformity and diversity. The presence of EVs and the application of the proposed smart strategy lead to a reduction of 2,926,497 ($) in the operation costs for test system 1, and, 38,694,698.28 ($) and 7,832,876.64 (kg), respectively in the operation costs and emissions for test system 2, assuming the same load curve throughout the year. In addition, the load factor in test systems 1, and 2 is improved by 11 and 19 percent, respectively. ";"2023-08-20";"https://www.sciencedirect.com/science/article/pii/S0959652623019637";"21";"Emissions"
"10.1016/j.jclepro.2023.137581";"Scrutinizing time-varying interlinkages between digitalization, green technologies, CO2 emission, and energy productivity in Vietnam ";" We use an extended joint connectedness technique and the time-varying parameter vector autoregression (ETVP-VAR) method to examine connections between digitalization captured by a number of Internet users (% of the population) (INU) and mobile cellular subscriptions (per 100 people), green technology (EI), CO2 emissions (CO2), and energy productivity (EP) from 1996 to 2019 in order to examine the relationships between digitalization, green technology and energy efficient. Our results demonstrate that Internet users and mobile cellular subscriptions are identified as crucial net transmitters of shocks. In addition, the energy-efficient index turns from a shock transmitter to a shock receiver and vice versa. Moreover, CO2 emission mostly plays a role as a net receiver of shocks during the surveyed period, except for the phase between 1997 and 2000. Moreover, pairwise connectedness emphasizes the dominance of digitalization, measured by the number of individuals using the Internet all the time. In addition, digitalization performance is a net transmitter of shocks to mobile cellular subscriptions, green energy, and energy productivity. The impact of Interner users on MOBSUB and EP is significantly large, while it is smaller in that than EI and CO2 emissions. ";"2023-08-20";"https://www.sciencedirect.com/science/article/pii/S0959652623017390";"21";"Emissions"
"10.1016/j.jclepro.2023.137892";"Assessment of determinants for households' pro-environmental behaviours and direct emissions ";" This study aims to analyse the effect of environmental awareness, the mediating effect of environmental willingness and the moderating effects of demographics to better understand how pro-environmental behaviours and carbon emissions are affected and make recommendations on how to improve them. The structural equation modeling and multi-group analysis were employed to analyse the data collected from households in Türkiye. This study's novelty lies in the measuring model designed to consider moderating effects of demographics and mediating effects of environmental willingness on pro-environmental behaviours and carbon emissions in Turkish households. The results show that household demographics have moderating effect. It has also been found that environmental willingness plays a mediating role between “environmental sensitivity and pro-environmental behaviours.” In addition, it is found that nothing affects direct carbon emissions. The main reason may be the use of standard equipment in the residences. Various implications for the public and private sectors have been given in conclusion to increase pro-environmental behaviours and to decrease emissions through considering environmental sensitivity, environmental willingness, and demographics. ";"2023-08-20";"https://www.sciencedirect.com/science/article/pii/S0959652623020504";"7";"Emissions"
"10.1016/j.jclepro.2023.137774";"Long-term multi-sector low-carbon transition pathway planning based on modified-grandfathering emission allocation method: A case study of China ";" Strict climate goals require a rapid reduction of carbon emissions across society. It is a considerable challenge to design decarbonization pathways considering co-operation in energy and carbon emissions across multiple sectors simultaneously. In order to obtain the decarbonization pathway for the whole society, this paper establishes a long-term multi-sector low-carbon transition pathway planning model. Besides inter-sectoral energy supply and demand, this study fully considers the allocation of carbon emissions quotas among different sectors by modified-grandfathering method, which takes into account both equity and efficiency principles. The decarbonization targets of different sectors, corresponding mitigation pathways and energy consumption can be calculated. China is taken as a case study. Results show that China's total energy consumption peaks at 5 billion tces around 2030, then falls below 4 billion in 2060, with the proportion of primary electricity and other clean energy reaching over 50 percent. Besides, the realisation of carbon neutralisation in China depends heavily on the improvement of carbon capture and storage (CCS) and end-use electrification rate. Moreover, the study of different quota allocation ways shows that the increase in the contribution rate of power system mitigation leads to the reduction of the total low-carbon transition costs, which also aggravates administrative difficulties. ";"2023-08-20";"https://www.sciencedirect.com/science/article/pii/S0959652623019327";"8";"Emissions"
"10.1016/j.jclepro.2023.137722";"Creation or crowding out? A “two-eight split” phenomenon in the employment effects of the carbon trading policy in China ";" Balancing environmental protection and economic development is critical in climate policy-making. The carbon trading policy is an important market-based climate strategy that aids in achieving the national carbon neutrality goals. However, empirical evidence at the industry level has not yet demonstrated whether there is an employment dividend. In this study, we constructed a theoretical framework to analyze the employment effects of carbon trading policies. We quantitatively evaluated the employment effects of policies in the pilot region using the differences-in-differences model. And we considered and explained the adjustment paths of employment dividends from the industry-level onwards. We found a “two-eight split” phenomenon in the employment effects of the carbon trading policy in China—the overall employment level of the region increases while employment in some regulated industries is inspired and it is hindered in others, shifting to other regulated industries and non-regulated regions. The empirical results revealed the following points. (1) After controlling economic and demographic factors, carbon trading policies can bring significant employment dividends to pilot areas. (2) While implementing such policies can improve the employment level of the paper industry, they can also seriously impact the employment development of the petrochemical and building materials industries. (3) Both energy consumption and technology levels effectively dampen the policy's negative employment effects and promote employment in the pilot areas. (4) The high carbon price levels within the range of carbon price fluctuation have inhibited the employment levels of the pilot industries. However, it still promoted the overall employment levels of the pilot areas through the employment transfer effect. As future carbon prices increase, the policy's regional employment dividend may decrease or disappear. Our findings illustrate the employment effect of industry-level carbon trading policies and provide a reference for improving carbon market construction. ";"2023-08-20";"https://www.sciencedirect.com/science/article/pii/S0959652623018802";"11";"Emissions"
"10.1016/j.jclepro.2023.137774";"Long-term multi-sector low-carbon transition pathway planning based on modified-grandfathering emission allocation method: A case study of China ";" Strict climate goals require a rapid reduction of carbon emissions across society. It is a considerable challenge to design decarbonization pathways considering co-operation in energy and carbon emissions across multiple sectors simultaneously. In order to obtain the decarbonization pathway for the whole society, this paper establishes a long-term multi-sector low-carbon transition pathway planning model. Besides inter-sectoral energy supply and demand, this study fully considers the allocation of carbon emissions quotas among different sectors by modified-grandfathering method, which takes into account both equity and efficiency principles. The decarbonization targets of different sectors, corresponding mitigation pathways and energy consumption can be calculated. China is taken as a case study. Results show that China's total energy consumption peaks at 5 billion tces around 2030, then falls below 4 billion in 2060, with the proportion of primary electricity and other clean energy reaching over 50 percent. Besides, the realisation of carbon neutralisation in China depends heavily on the improvement of carbon capture and storage (CCS) and end-use electrification rate. Moreover, the study of different quota allocation ways shows that the increase in the contribution rate of power system mitigation leads to the reduction of the total low-carbon transition costs, which also aggravates administrative difficulties. ";"2023-08-20";"https://www.sciencedirect.com/science/article/pii/S0959652623019327";"8";"Emissions"
